id,a,b,a_times_b,template_a,template_b,digits_a,digits_b,nonzero_a,nonzero_b,digit_total,nonzero_total,complexity_c,stratum_id,split
mm_05699,919569091,372006281,342085477665460571,DDDDDD0DD,DDD00DDDD,9,9,8,7,18,15,270,d18_nz15,train
mm_05700,415817,62128,25833878576,DDDDDD,DDDDD,6,5,6,5,11,11,121,d11_nz11,train
mm_05701,9000700,19960919,179662243643300,D000D00,DDDD0DDD,7,8,2,7,15,9,135,d15_nz9,train
mm_05702,523730046,360332634,188717026980121164,DDDDD00DD,DD0DDDDDD,9,9,7,8,18,15,270,d18_nz15,test
mm_05703,593675931,40000000,23747037240000000,DDDDDDDDD,D0000000,9,8,9,1,17,10,170,d17_nz10,train
mm_05704,814730344,40240150,32784871252111600,DDDDD0DDD,D0DD0DD0,9,8,8,5,17,13,221,d17_nz13,train
mm_05705,948127771,902530003,855713760005013313,DDDDDDDDD,D0DDD000D,9,9,9,5,18,14,252,d18_nz14,train
mm_05706,549012423,674007700,370038600497657100,DDD0DDDDD,DDD00DD00,9,9,8,5,18,13,234,d18_nz13,val
mm_05707,626936802,3816002,2392392090305604,DDDDDDD0D,DDDD00D,9,7,8,5,16,13,208,d16_nz13,val
mm_05708,39506899,170009000,6716528392091000,DDD0DDDD,DD000D000,8,9,7,3,17,10,170,d17_nz10,test
mm_05709,563296620,8550000,4816186101000000,DDDDDDDD0,DDD0000,9,7,8,3,16,11,176,d16_nz11,test
mm_05710,2464150,946587333,2332533176611950,DDDDDD0,DDDDDDDDD,7,9,6,9,16,15,240,d16_nz15,train
mm_05711,3844273,49152627,188956116855171,DDDDDDD,DDDDDDDD,7,8,7,8,15,15,225,d15_nz15,train
mm_05712,150606610,804000000,121087714440000000,DD0D0DDD0,D0D000000,9,9,6,2,18,8,144,d18_nz8,train
mm_05713,670641404,3411685,2288017218405740,DD0DDDD0D,DDDDDDD,9,7,7,7,16,14,224,d16_nz14,train
mm_05714,211977722,1007906,213653617870132,DDDDDDDDD,D00DD0D,9,7,9,4,16,13,208,d16_nz13,val
mm_05715,989244206,710003645,702366992055130870,DDDDDDD0D,DD000DDDD,9,9,8,6,18,14,252,d18_nz14,test
mm_05716,300105041,200000000,60021008200000000,D00D0D0DD,D00000000,9,9,5,1,18,6,108,d18_nz6,train
mm_05717,6132,903030330,5537381983560,DDDD,D0D0D0DD0,4,9,4,5,13,9,117,d13_nz9,train
mm_05718,4000000,49007300,196029200000000,D000000,DD00DD00,7,8,1,4,15,5,75,d15_nz5,train
mm_05719,50665084,241975578,12259712985318552,D0DDD0DD,DDDDDDDDD,8,9,6,9,17,15,255,d17_nz15,train
mm_05720,78129028,125776904,9826827254369312,DDDDD0DD,DDDDDDD0D,8,9,7,8,17,15,255,d17_nz15,train
mm_05721,60000000,614328,36859680000000,D0000000,DDDDDD,8,6,1,6,14,7,98,d14_nz7,test
mm_05722,179,3222,576738,DDD,DDDD,3,4,3,4,7,7,49,d7_nz7,train
mm_05723,30004,800000,24003200000,D000D,D00000,5,6,2,1,11,3,33,d11_nz3,train
mm_05724,50000,80020,4001000000,D0000,D00D0,5,5,1,2,10,3,30,d10_nz3,val
mm_05725,265968527,800307700,212856660115757900,DDDDDDDDD,D00D0DD00,9,9,9,4,18,13,234,d18_nz13,train
mm_05726,534060467,268855,143584826855285,DDD0D0DDD,DDDDDD,9,6,7,6,15,13,195,d15_nz13,test
mm_05727,6979991,4875799,34033033137809,DDDDDDD,DDDDDDD,7,7,7,7,14,14,196,d14_nz14,train
mm_05728,20643805,9000000,185794245000000,D0DDDD0D,D000000,8,7,6,1,15,7,105,d15_nz7,train
mm_05729,948406499,314972811,298722260960698689,DDDD0DDDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_05730,86927173,49898,4337492078354,DDDDDDDD,DDDDD,8,5,8,5,13,13,169,d13_nz13,train
mm_05731,905090000,949735186,859595819496740000,D0D0D0000,DDDDDDDDD,9,9,3,9,18,12,216,d18_nz12,train
mm_05732,79500708,85941914,6832443009875112,DDD00D0D,DDDDDDDD,8,8,5,8,16,13,208,d16_nz13,train
mm_05733,920922520,842883171,776230093902910920,DD0DDDDD0,DDDDDDDDD,9,9,7,9,18,16,288,d18_nz16,train
mm_05734,663085,8943097,5930033474245,DDD0DD,DDDD0DD,6,7,5,6,13,11,143,d13_nz11,val
mm_05735,79,5436,429444,DD,DDDD,2,4,2,4,6,6,36,d6_nz6,train
mm_05736,34104207,60030,2047275546210,DDD0DD0D,D00D0,8,5,6,2,13,8,104,d13_nz8,test
mm_05737,159250371,394911894,62889865631812674,DDDDD0DDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,train
mm_05738,3069867,517690979,1589242452629793,D0DDDDD,DDDDD0DDD,7,9,6,8,16,14,224,d16_nz14,train
mm_05739,40405,30703,1240554715,D0D0D,D0D0D,5,5,3,3,10,6,60,d10_nz6,train
mm_05740,77014376,788050399,60691209735536024,DD0DDDDD,DDD0D0DDD,8,9,7,7,17,14,238,d17_nz14,train
mm_05741,181267737,681900746,123606605086031802,DDDDDDDDD,DDDD00DDD,9,9,9,7,18,16,288,d18_nz16,val
mm_05742,73639599,5583,411129881217,DDDDDDDD,DDDD,8,4,8,4,12,12,144,d12_nz12,train
mm_05743,750743606,5560130,4174232046028780,DD0DDDD0D,DDD0DD0,9,7,7,5,16,12,192,d16_nz12,test
mm_05744,812004259,7100,5765230238900,DDD00DDDD,DD00,9,4,7,2,13,9,117,d13_nz9,train
mm_05745,8882188,8122170,72142640907960,DDDDDDD,DDDDDD0,7,7,7,6,14,13,182,d14_nz13,test
mm_05746,801790420,20000,16035808400000,D0DDD0DD0,D0000,9,5,6,1,14,7,98,d14_nz7,train
mm_05747,7919548,9050,71671909400,DDDDDDD,D0D0,7,4,7,2,11,9,99,d11_nz9,test
mm_05748,200094,78000,15607332000,D000DD,DD000,6,5,3,2,11,5,55,d11_nz5,val
mm_05749,123136629,409866100,50469529895376900,DDDDDDDDD,D0DDDDD00,9,9,9,6,18,15,270,d18_nz15,train
mm_05750,325719448,743446360,242154937996809280,DDDDDDDDD,DDDDDDDD0,9,9,9,8,18,17,306,d18_nz17,train
mm_05751,300000000,629309880,188792964000000000,D00000000,DDDD0DDD0,9,9,1,7,18,8,144,d18_nz8,train
mm_05752,218778,16245610,3554182064580,DDDDDD,DDDDDDD0,6,8,6,7,14,13,182,d14_nz13,val
mm_05753,914090445,460067005,420542853330267225,DDD0D0DDD,DD00DD00D,9,9,7,5,18,12,216,d18_nz12,train
mm_05754,10,369416,3694160,D0,DDDDDD,2,6,1,6,8,7,56,d8_nz7,train
mm_05755,8102162,8000380,64820374821560,DD0DDDD,D000DD0,7,7,6,3,14,9,126,d14_nz9,val
mm_05756,670000000,904438,605973460000000,DD0000000,D0DDDD,9,6,2,5,15,7,105,d15_nz7,train
mm_05757,570538000,15012,8564916456000,DD0DDD000,DD0DD,9,5,5,4,14,9,126,d14_nz9,train
mm_05758,192121342,34667749,6660414461999158,DDDDDDDDD,DDDDDDDD,9,8,9,8,17,17,289,d17_nz17,train
mm_05759,833938147,7113106,5931890437054582,DDDDDDDDD,DDDDD0D,9,7,9,6,16,15,240,d16_nz15,train
mm_05760,275316283,734127617,202117286760087611,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_05761,36063667,700220009,25252501231313003,DD0DDDDD,D00DD000D,8,9,7,4,17,11,187,d17_nz11,train
mm_05762,973645949,700,681552164300,DDDDDDDDD,D00,9,3,9,1,12,10,120,d12_nz10,test
mm_05763,8872861,31059341,275585215444601,DDDDDDD,DD0DDDDD,7,8,7,7,15,14,210,d15_nz14,train
mm_05764,800000000,378707236,302965788800000000,D00000000,DDDD0DDDD,9,9,1,8,18,9,162,d18_nz9,test
mm_05765,800000000,56858,45486400000000,D00000000,DDDDD,9,5,1,5,14,6,84,d14_nz6,train
mm_05766,109902502,6198683,681250770804866,D0DD0DD0D,DDDDDDD,9,7,6,7,16,13,208,d16_nz13,train
mm_05767,8698806,2419,21042411714,DDDDD0D,DDDD,7,4,6,4,11,10,110,d11_nz10,train
mm_05768,817704288,56034995,45820055689558560,DDDD0DDDD,DD0DDDDD,9,8,8,7,17,15,255,d17_nz15,train
mm_05769,316616766,997894463,315950117684366658,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_05770,487809566,904088225,441022884662960350,DDDD0DDDD,D0D0DDDDD,9,9,8,7,18,15,270,d18_nz15,train
mm_05771,399759851,8678,3469115986978,DDDDDDDDD,DDDD,9,4,9,4,13,13,169,d13_nz13,train
mm_05772,8666051,158291619,1371763243126569,DDDD0DD,DDDDDDDDD,7,9,6,9,16,15,240,d16_nz15,train
mm_05773,526810,700000000,368767000000000,DDDDD0,D00000000,6,9,5,1,15,6,90,d15_nz6,train
mm_05774,483457576,8275935,4001063474233560,DDDDDDDDD,DDDDDDD,9,7,9,7,16,16,256,d16_nz16,test
mm_05775,98171826,62661,6151544788986,DDDDDDDD,DDDDD,8,5,8,5,13,13,169,d13_nz13,train
mm_05776,976400080,40370645,39417901007651600,DDDD000D0,D0DD0DDD,9,8,5,6,17,11,187,d17_nz11,train
mm_05777,5990107,407871099,2443191525217593,DDD0D0D,D0DDDD0DD,7,9,5,7,16,12,192,d16_nz12,test
mm_05778,6850,478107889,3275039039650,DDD0,DDDD0DDDD,4,9,3,8,13,11,143,d13_nz11,val
mm_05779,7527256,510900010,3845675165672560,DDDDDDD,DD0D000D0,7,9,7,4,16,11,176,d16_nz11,train
mm_05780,7000000,100000000,700000000000000,D000000,D00000000,7,9,1,1,16,2,32,d16_nz2,train
mm_05781,3004,5272566,15838788264,D00D,DDDDDDD,4,7,2,7,11,9,99,d11_nz9,train
mm_05782,8337474,6369516,53105674042584,DDDDDDD,DDDDDDD,7,7,7,7,14,14,196,d14_nz14,test
mm_05783,7826090,42639612,333701441077080,DDDD0D0,DDDDDDDD,7,8,5,8,15,13,195,d15_nz13,train
mm_05784,1622251,8770082,14227274294582,DDDDDDD,DDD00DD,7,7,7,5,14,12,168,d14_nz12,train
mm_05785,2008,236,473888,D00D,DDD,4,3,2,3,7,5,35,d7_nz5,val
mm_05786,31903500,241208090,7695382299315000,DDD0DD00,DDDD0D0D0,8,9,5,6,17,11,187,d17_nz11,test
mm_05787,132332006,499638263,66118133617145578,DDDDDD00D,DDDDDDDDD,9,9,7,9,18,16,288,d18_nz16,train
mm_05788,7809877,379201384,2961516167269768,DD0DDDD,DDDD0DDDD,7,9,6,8,16,14,224,d16_nz14,train
mm_05789,693629549,31866194,22103333772566506,DDDDDDDDD,DDDDDDDD,9,8,9,8,17,17,289,d17_nz17,train
mm_05790,42479785,2654776,112774313703160,DDDDDDDD,DDDDDDD,8,7,8,7,15,15,225,d15_nz15,train
mm_05791,94488545,501000000,47338761045000000,DDDDDDDD,D0D000000,8,9,8,2,17,10,170,d17_nz10,train
mm_05792,6832473,495035046,3382313585848758,DDDDDDD,DDD0DD0DD,7,9,7,7,16,14,224,d16_nz14,train
mm_05793,150070707,378500230,56801797115762610,DD00D0D0D,DDDD00DD0,9,9,5,6,18,11,198,d18_nz11,train
mm_05794,843594542,544475126,459316244548362292,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,test
mm_05795,7891184,12246720,96641120916480,DDDDDDD,DDDDDDD0,7,8,7,7,15,14,210,d15_nz14,train
mm_05796,33037687,40700000,1344633860900000,DD0DDDDD,D0D00000,8,8,7,2,16,9,144,d16_nz9,train
mm_05797,5000000,20080560,100402800000000,D000000,D00D0DD0,7,8,1,4,15,5,75,d15_nz5,train
mm_05798,9,2000,18000,D,D000,1,4,1,1,5,2,10,d5_nz2,train
mm_05799,40000000,830555974,33222238960000000,D0000000,DD0DDDDDD,8,9,1,8,17,9,153,d17_nz9,test
mm_05800,8769008,9892051,86743474355408,DDDD00D,DDDD0DD,7,7,5,6,14,11,154,d14_nz11,train
mm_05801,90050208,300000000,27015062400000000,D00D0D0D,D00000000,8,9,4,1,17,5,85,d17_nz5,train
mm_05802,80822470,539553463,43608043576713610,D0DDDDD0,DDDDDDDDD,8,9,6,9,17,15,255,d17_nz15,val
mm_05803,922314489,71949510,66360075549450390,DDDDDDDDD,DDDDDDD0,9,8,9,7,17,16,272,d17_nz16,train
mm_05804,100022300,83060005,8307852738111500,D000DDD00,DD0D000D,9,8,4,4,17,8,136,d17_nz8,train
mm_05805,73527430,642620,47250197066600,DDDDDDD0,DDDDD0,8,6,7,5,14,12,168,d14_nz12,train
mm_05806,446490011,890130007,397434156616860077,DDDDD00DD,DD0DD000D,9,9,7,5,18,12,216,d18_nz12,val
mm_05807,600213956,4737428,2843470401145168,D00DDDDDD,DDDDDDD,9,7,7,7,16,14,224,d16_nz14,train
mm_05808,25000,30630717,765767925000,DD000,D0DD0DDD,5,8,2,6,13,8,104,d13_nz8,val
mm_05809,46536592,983643747,45775427727490224,DDDDDDDD,DDDDDDDDD,8,9,8,9,17,17,289,d17_nz17,train
mm_05810,640670538,970585682,621825651062036916,DD0DD0DDD,DD0DDDDDD,9,9,7,8,18,15,270,d18_nz15,train
mm_05811,900090000,8000600,7201260054000000,D000D0000,D000D00,9,7,2,2,16,4,64,d16_nz4,train
mm_05812,60000000,400000000,24000000000000000,D0000000,D00000000,8,9,1,1,17,2,34,d17_nz2,train
mm_05813,466055,905639836,422077973766980,DDD0DD,D0DDDDDDD,6,9,5,8,15,13,195,d15_nz13,train
mm_05814,905000,230003038,208152749390000,D0D000,DD000D0DD,6,9,2,5,15,7,105,d15_nz7,train
mm_05815,400000,56491813,22596725200000,D00000,DDDDDDDD,6,8,1,8,14,9,126,d14_nz9,train
mm_05816,5070014,2600947,13186837703258,D0D00DD,DD00DDD,7,7,4,5,14,9,126,d14_nz9,train
mm_05817,406063,60,24363780,D0D0DD,D0,6,2,4,1,8,5,40,d8_nz5,train
mm_05818,280396110,852421284,239015612114805240,DD0DDDDD0,DDDDDDDDD,9,9,7,9,18,16,288,d18_nz16,train
mm_05819,58839858,49898938,2936046426270804,DDDDDDDD,DDDDDDDD,8,8,8,8,16,16,256,d16_nz16,val
mm_05820,4779465,205971710,984434578935150,DDDDDDD,D0DDDDDD0,7,9,7,7,16,14,224,d16_nz14,train
mm_05821,2321564,184222421,427684140586444,DDDDDDD,DDDDDDDDD,7,9,7,9,16,16,256,d16_nz16,train
mm_05822,212099827,6632,1406646052664,DDD0DDDDD,DDDD,9,4,8,4,13,12,156,d13_nz12,test
mm_05823,306740573,3914,1200582602722,D0DDD0DDD,DDDD,9,4,7,4,13,11,143,d13_nz11,test
mm_05824,880400200,83646737,73642603984147400,DD0D00D00,DDDDDDDD,9,8,4,8,17,12,204,d17_nz12,test
mm_05825,6036,208,1255488,D0DD,D0D,4,3,3,2,7,5,35,d7_nz5,train
mm_05826,600571,44505207,26728536673197,D00DDD,DDD0DD0D,6,8,4,6,14,10,140,d14_nz10,train
mm_05827,587280,12211160,7171370044800,DDDDD0,DDDDDDD0,6,8,5,7,14,12,168,d14_nz12,train
mm_05828,54690411,250708,13711323560988,DDDD0DDD,DD0D0D,8,6,7,4,14,11,154,d14_nz11,val
mm_05829,654366413,753526214,493082245756650382,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,test
mm_05830,210420452,60000000,12625227120000000,DD0DD0DDD,D0000000,9,8,7,1,17,8,136,d17_nz8,train
mm_05831,30918,30100,930631800,D0DDD,D0D00,5,5,4,2,10,6,60,d10_nz6,test
mm_05832,219250010,947409814,207719611193598140,DDDDD00D0,DDDD0DDDD,9,9,6,8,18,14,252,d18_nz14,train
mm_05833,226052495,43800936,9901310866135320,DDD0DDDDD,DDD00DDD,9,8,8,6,17,14,238,d17_nz14,train
mm_05834,10000,450000900,4500009000000,D0000,DD0000D00,5,9,1,3,14,4,56,d14_nz4,train
mm_05835,94002030,29705026,2792332745202780,DD00D0D0,DDD0D0DD,8,8,4,6,16,10,160,d16_nz10,train
mm_05836,605,29006000,17548630000,D0D,DD00D000,3,8,2,3,11,5,55,d11_nz5,train
mm_05837,363622302,126792750,46104671631910500,DDDDDDD0D,DDDDDDDD0,9,9,8,8,18,16,288,d18_nz16,train
mm_05838,395912599,628186542,248706966500042658,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_05839,46804634,7000,327632438000,DDD0DDDD,D000,8,4,7,1,12,8,96,d12_nz8,test
mm_05840,366220855,453814677,166196399022488835,DDDDD0DDD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,test
mm_05841,145729043,4004810,583617128696830,DDDDDD0DD,D00DDD0,9,7,8,4,16,12,192,d16_nz12,train
mm_05842,7280318,745465781,5427227943798358,DDD0DDD,DDDDDDDDD,7,9,6,9,16,15,240,d16_nz15,train
mm_05843,758597597,888858814,674286160372669958,DDDDDDDDD,DDDDDDDDD,9,9,9,9,18,18,324,d18_nz18,train
mm_05844,800000,2275,1820000000,D00000,DDDD,6,4,1,4,10,5,50,d10_nz5,val
mm_05845,307605911,865127337,266118282628889007,D0DD0DDDD,DDDDDDDDD,9,9,7,9,18,16,288,d18_nz16,test
mm_05846,90200000,682006305,61516968711000000,D0D00000,DDD00DD0D,8,9,2,6,17,8,136,d17_nz8,test
mm_05847,236929659,7433139,1761131088569601,DDDDDDDDD,DDDDDDD,9,7,9,7,16,16,256,d16_nz16,train
mm_05848,408303115,60908301,24869049027657615,D0DD0DDDD,D0D0DD0D,9,8,7,5,17,12,204,d17_nz12,train
mm_05849,3069239,300010008,920802416943912,D0DDDDD,D000D000D,7,9,6,3,16,9,144,d16_nz9,train
mm_05850,903000000,40709893,36761033379000000,D0D000000,D0D0DDDD,9,8,2,6,17,8,136,d17_nz8,val
mm_05851,52994205,25037928,1326865089207240,DDDDDD0D,DD0DDDDD,8,8,7,7,16,14,224,d16_nz14,train
mm_05852,97685593,252500654,24665676118877822,DDDDDDDD,DDDD00DDD,8,9,8,7,17,15,255,d17_nz15,test
mm_05853,4,7500,30000,D,DD00,1,4,1,2,5,3,15,d5_nz3,train
mm_05854,156903144,830040,130235885645760,DDDD0DDDD,DD00D0,9,6,8,3,15,11,165,d15_nz11,train
mm_05855,809010000,141087275,114141016347750000,D0D0D0000,DDD0DDDDD,9,9,3,8,18,11,198,d18_nz11,train
mm_05856,880303000,20000000,17606060000000000,DD0D0D000,D0000000,9,8,4,1,17,5,85,d17_nz5,train
mm_05857,393138783,335013310,131706724982201730,DDDDDDDDD,DDD0DDDD0,9,9,9,7,18,16,288,d18_nz16,train
mm_05858,83600000,75366810,6300665316000000,DDD00000,DDDDDDD0,8,8,3,7,16,10,160,d16_nz10,train
mm_05859,866427067,355873684,308338592250604828,DDDDDD0DD,DDDDDDDDD,9,9,8,9,18,17,306,d18_nz17,val
mm_05860,3352,532785947,1785898494344,DDDD,DDDDDDDDD,4,9,4,9,13,13,169,d13_nz13,train
mm_05861,91766370,8567047,786166804809390,DDDDDDD0,DDDD0DD,8,7,7,6,15,13,195,d15_nz13,train
mm_05862,90000080,439090000,39518135127200000,D00000D0,DDD0D0000,8,9,2,4,17,6,102,d17_nz6,train
mm_05863,76134,16488482,1255334088588,DDDDD,DDDDDDDD,5,8,5,8,13,13,169,d13_nz13,train
mm_05864,56592676,70000040,3961489583707040,DDDDDDDD,D00000D0,8,8,8,2,16,10,160,d16_nz10,train
mm_05865,400007090,2400541,960233419835690,D0000D0D0,DD00DDD,9,7,3,5,16,8,128,d16_nz8,train
mm_05866,500055000,754758176,377420599699680000,D000DD000,DDDDDDDDD,9,9,3,9,18,12,216,d18_nz12,test
mm_05867,637000990,700000,445900693000000,DDD000DD0,D00000,9,6,5,1,15,6,90,d15_nz6,train
mm_05868,500000000,690000000,345000000000000000,D00000000,DD0000000,9,9,1,2,18,3,54,d18_nz3,train
mm_05869,98645515,1282831,126545524652965,DDDDDDDD,DDDDDDD,8,7,8,7,15,15,225,d15_nz15,train
mm_05870,955635769,80228001,76668747430967769,DDDDDDDDD,D0DDD00D,9,8,9,5,17,14,238,d17_nz14,train
mm_05871,8985441,20004000,179744761764000,DDDDDDD,D000D000,7,8,7,2,15,9,135,d15_nz9,train
mm_05872,854440545,963000200,822826415723109000,DDDDD0DDD,DDD000D00,9,9,8,4,18,12,216,d18_nz12,val
mm_05873,39520400,93418399,3691932495839600,DDDD0D00,DDDDDDDD,8,8,5,8,16,13,208,d16_nz13,train
mm_05874,1070068,408030000,436619846040000,D0D00DD,D0D0D0000,7,9,4,3,16,7,112,d16_nz7,test
mm_05875,15000000,10000000,150000000000000,DD000000,D0000000,8,8,2,1,16,3,48,d16_nz3,test
mm_05876,841605575,861782707,725281130649791525,DDDD0DDDD,DDDDDDD0D,9,9,8,8,18,16,288,d18_nz16,train
mm_05877,75694,380956067,28836088535498,DDDDD,DD0DDD0DD,5,9,5,7,14,12,168,d14_nz12,train
mm_05878,883,180503024,159384170192,DDD,DD0D0D0DD,3,9,3,6,12,9,108,d12_nz9,train
mm_05879,303148619,297550458,90202010425517502,D0DDDDDDD,DDDDD0DDD,9,9,8,8,18,16,288,d18_nz16,train
mm_05880,260000009,200000,52000001800000,DD000000D,D00000,9,6,3,1,15,4,60,d15_nz4,train
mm_05881,180022100,54955,9893114505500,DD00DDD00,DDDDD,9,5,5,5,14,10,140,d14_nz10,test
mm_05882,9247168,703660240,6506864454200320,DDDDDDD,D0DDD0DD0,7,9,7,6,16,13,208,d16_nz13,train
mm_05883,600000000,76,45600000000,D00000000,DD,9,2,1,2,11,3,33,d11_nz3,train
mm_05884,70261,216700368,15225584556048,D0DDD,DDDD00DDD,5,9,4,7,14,11,154,d14_nz11,test
mm_05885,100030800,70000000,7002156000000000,D000D0D00,D0000000,9,8,3,1,17,4,68,d17_nz4,train
mm_05886,9882620,312381121,3087143914017020,DDDDDD0,DDDDDDDDD,7,9,6,9,16,15,240,d16_nz15,train
mm_05887,850130700,692667888,588858236492961600,DD0DD0D00,DDDDDDDDD,9,9,5,9,18,14,252,d18_nz14,train
mm_05888,3863,192573881,743912902303,DDDD,DDDDDDDDD,4,9,4,9,13,13,169,d13_nz13,train
mm_05889,900000040,70390700,63351632815628000,D000000D0,D0DD0D00,9,8,2,4,17,6,102,d17_nz6,train
mm_05890,78,61210670,4774432260,DD,DDDD0DD0,2,8,2,6,10,8,80,d10_nz8,train
mm_05891,43022009,300000,12906602700000,DD0DD00D,D00000,8,6,5,1,14,6,84,d14_nz6,train
mm_05892,9465267,415748357,3935169203816319,DDDDDDD,DDDDDDDDD,7,9,7,9,16,16,256,d16_nz16,train
mm_05893,50400,800600000,40350240000000,D0D00,D00D00000,5,9,2,2,14,4,56,d14_nz4,train
mm_05894,280005060,83512110,23383813371276600,DD000D0D0,DDDDDDD0,9,8,4,7,17,11,187,d17_nz11,train
mm_05895,34055780,875833523,29827193775912940,DD0DDDD0,DDDDDDDDD,8,9,6,9,17,15,255,d17_nz15,train
mm_05896,669909534,951582,637473854182788,DDDD0DDDD,DDDDDD,9,6,8,6,15,14,210,d15_nz14,test
mm_05897,388794,56086526,21806104789644,DDDDDD,DD0DDDDD,6,8,6,7,14,13,182,d14_nz13,train
mm_05898,400600,613009030,245571417418000,D00D00,DDD00D0D0,6,9,2,5,15,7,105,d15_nz7,train
mm_05899,649533,9001266,5846619308778,DDDDDD,D00DDDD,6,7,6,5,13,11,143,d13_nz11,train
mm_05900,35102720,402096616,14114684924395520,DDD0DDD0,D0D0DDDDD,8,9,6,7,17,13,221,d17_nz13,train
mm_05901,7899191,453154559,3579554414061769,DDDDDDD,DDDDDDDDD,7,9,7,9,16,16,256,d16_nz16,train
mm_05902,900008000,30000000,27000240000000000,D0000D000,D0000000,9,8,2,1,17,3,51,d17_nz3,train
mm_05903,261660542,15205393,3978651373703006,DDDDD0DDD,DDD0DDDD,9,8,8,7,17,15,255,d17_nz15,val
mm_05904,400538202,50000000,20026910100000000,D00DDDD0D,D0000000,9,8,6,1,17,7,119,d17_nz7,val
mm_05905,56658477,38000609,2153056631012493,DDDDDDDD,DD000D0D,8,8,8,4,16,12,192,d16_nz12,test
mm_05906,171388603,653770968,112048892887477704,DDDDDDD0D,DDDDD0DDD,9,9,8,8,18,16,288,d18_nz16,test
mm_05907,134,91210125,12222156750,DDD,DDDD0DDD,3,8,3,7,11,10,110,d11_nz10,train
mm_05908,762317572,6000000,4573905432000000,DDDDDDDDD,D000000,9,7,9,1,16,10,160,d16_nz10,test
mm_05909,54380722,429748369,23370026584542418,DDDD0DDD,DDDDDDDDD,8,9,7,9,17,16,272,d17_nz16,train
mm_05910,750000,10000,7500000000,DD0000,D0000,6,5,2,1,11,3,33,d11_nz3,val
mm_05911,529963,700000000,370974100000000,DDDDDD,D00000000,6,9,6,1,15,7,105,d15_nz7,test
mm_05912,890270587,691217,615370164334379,DD0DD0DDD,DDDDDD,9,6,7,6,15,13,195,d15_nz13,train
mm_05913,541919857,794061159,430317509734534263,DDDDDDDDD,DDD0DDDDD,9,9,9,8,18,17,306,d18_nz17,val
mm_05914,80080080,58,4644644640,D00D00D0,DD,8,2,3,2,10,5,50,d10_nz5,train
mm_05915,3,246612423,739837269,D,DDDDDDDDD,1,9,1,9,10,10,100,d10_nz10,train
mm_05916,737229116,3798638,2800466534744008,DDDDDDDDD,DDDDDDD,9,7,9,7,16,16,256,d16_nz16,train
mm_05917,360900094,8438423,3045427653911762,DD0D000DD,DDDDDDD,9,7,5,7,16,12,192,d16_nz12,val
mm_05918,664611171,104565479,69495385444365909,DDDDDDDDD,D0DDDDDDD,9,9,9,8,18,17,306,d18_nz17,val
mm_05919,3675909,831023090,3054765255738810,DDDDD0D,DDD0DD0D0,7,9,6,6,16,12,192,d16_nz12,train
mm_05920,962902370,568855315,547752131000596550,DDDD0DDD0,DDDDDDDDD,9,9,7,9,18,16,288,d18_nz16,test
mm_05921,8000000,827183600,6617468800000000,D000000,DDDDDDD00,7,9,1,7,16,8,128,d16_nz8,train
mm_05922,567190396,70,39703327720,DDDDD0DDD,D0,9,2,8,1,11,9,99,d11_nz9,train
mm_05923,363178588,335040020,121679361387091760,DDDDDDDDD,DDD0D00D0,9,9,9,5,18,14,252,d18_nz14,train
mm_05924,51038070,101070900,5158463669163000,DD0DD0D0,D0D0D0D00,8,9,5,4,17,9,153,d17_nz9,train
mm_05925,68035810,69,4694470890,DD0DDDD0,DD,8,2,6,2,10,8,80,d10_nz8,train
mm_05926,236600,13526829,3200447741400,DDDD00,DDDDDDDD,6,8,4,8,14,12,168,d14_nz12,train
mm_05927,728,93614505,68151359640,DDD,DDDDDD0D,3,8,3,7,11,10,110,d11_nz10,train
mm_05928,293,42682888,12506086184,DDD,DDDDDDDD,3,8,3,8,11,11,121,d11_nz11,val
mm_05929,70884005,503320040,35677340231960200,D0DDD00D,D0DDD00D0,8,9,5,5,17,10,170,d17_nz10,train
mm_05930,766409285,2232366,1710906029918310,DDDD0DDDD,DDDDDDD,9,7,8,7,16,15,240,d16_nz15,test
mm_05931,3064290,259797517,796094933367930,D0DDDD0,DDDDDDDDD,7,9,5,9,16,14,224,d16_nz14,test
mm_05932,70606802,910310,64274077928620,D0D0DD0D,DD0DD0,8,6,5,4,14,9,126,d14_nz9,train
mm_05933,77039625,706,54389975250,DD0DDDDD,D0D,8,3,7,2,11,9,99,d11_nz9,train
mm_05934,20000000,47790,955800000000,D0000000,DDDD0,8,5,1,4,13,5,65,d13_nz5,train
mm_05935,7660,400000000,3064000000000,DDD0,D00000000,4,9,3,1,13,4,52,d13_nz4,train
mm_05936,60370803,430836,26009915281308,D0DD0D0D,DD0DDD,8,6,5,5,14,10,140,d14_nz10,train
